generation;best;average;worst
0;1485.00;2806.19;3329.00
1;1485.00;2589.43;3036.00
2;1485.00;2311.68;2904.00
3;1485.00;1921.03;2618.00
4;1485.00;1814.48;2268.00
5;1401.00;1788.95;2261.00
6;1401.00;1741.57;2239.00
7;1347.00;1722.58;2192.00
8;1347.00;1698.19;2165.00
9;1347.00;1667.21;2129.00
10;1347.00;1689.80;2184.00
11;1347.00;1673.64;2210.00
12;1347.00;1654.79;2153.00
13;1347.00;1660.66;2220.00
14;1322.00;1674.62;2218.00
15;1322.00;1660.46;2057.00
16;1300.00;1673.97;2249.00
17;1292.00;1639.70;2217.00
18;1292.00;1658.65;2135.00
19;1270.00;1633.60;2194.00
20;1270.00;1623.58;2138.00
21;1258.00;1611.87;2049.00
22;1258.00;1611.35;2106.00
23;1258.00;1596.35;2141.00
24;1245.00;1604.04;2157.00
25;1245.00;1591.97;2105.00
26;1245.00;1579.83;2060.00
27;1245.00;1590.13;2157.00
28;1245.00;1579.04;2095.00
29;1245.00;1588.74;2124.00
30;1245.00;1580.42;2137.00
31;1245.00;1588.38;2101.00
32;1245.00;1560.49;2052.00
33;1245.00;1553.81;2126.00
34;1242.00;1535.96;2058.00
35;1242.00;1550.98;2112.00
36;1242.00;1559.14;2046.00
37;1241.00;1558.32;2162.00
38;1238.00;1564.06;2099.00
39;1238.00;1561.99;2172.00
40;1238.00;1562.40;2027.00
41;1237.00;1555.97;2096.00
42;1237.00;1564.25;2043.00
43;1237.00;1571.99;2104.00
44;1237.00;1558.50;2089.00
45;1237.00;1565.28;2017.00
46;1237.00;1571.36;2053.00
47;1231.00;1559.71;2106.00
48;1231.00;1577.39;2026.00
49;1231.00;1575.40;2063.00
50;1231.00;1556.55;2091.00
51;1231.00;1582.32;2048.00
52;1231.00;1584.34;2094.00
53;1231.00;1573.34;2041.00
54;1231.00;1569.02;2044.00
55;1231.00;1564.04;2005.00
56;1231.00;1557.63;2063.00
57;1231.00;1562.40;2133.00
58;1231.00;1547.21;2078.00
59;1231.00;1552.14;1972.00
60;1231.00;1543.09;2021.00
61;1231.00;1541.98;2066.00
62;1231.00;1552.39;2107.00
63;1231.00;1552.40;2024.00
64;1231.00;1551.47;2120.00
65;1231.00;1558.90;2102.00
66;1231.00;1550.21;2056.00
67;1231.00;1539.05;2137.00
68;1231.00;1546.25;2060.00
69;1230.00;1537.90;2071.00
70;1230.00;1566.32;2103.00
71;1230.00;1544.91;2028.00
72;1230.00;1552.28;1956.00
73;1230.00;1549.27;2117.00
74;1230.00;1526.41;1979.00
75;1229.00;1522.75;2131.00
76;1229.00;1525.97;2064.00
77;1229.00;1522.97;2061.00
78;1229.00;1547.70;2063.00
79;1229.00;1560.33;2155.00
80;1228.00;1543.14;2049.00
81;1228.00;1538.79;2128.00
82;1228.00;1537.55;2083.00
83;1228.00;1521.79;1967.00
84;1228.00;1547.02;2120.00
85;1193.00;1543.42;2158.00
86;1193.00;1556.43;2115.00
87;1193.00;1508.68;2096.00
88;1188.00;1493.39;1972.00
