generation;best;average;worst
0;1475.00;2930.26;3352.00
1;1475.00;2698.65;3356.00
2;1475.00;2253.74;3066.00
3;1475.00;1748.21;2217.00
4;1470.00;1710.25;2122.00
5;1450.00;1698.39;2203.00
6;1407.00;1686.56;2205.00
7;1407.00;1685.10;2233.00
8;1407.00;1694.99;2196.00
9;1361.00;1692.13;2150.00
10;1361.00;1695.01;2238.00
11;1361.00;1677.70;2259.00
12;1338.00;1641.93;2248.00
13;1338.00;1605.29;2166.00
14;1293.00;1582.19;2129.00
15;1293.00;1554.52;2132.00
16;1293.00;1565.03;2168.00
17;1293.00;1550.41;2010.00
18;1293.00;1553.92;2021.00
19;1281.00;1541.14;2068.00
20;1281.00;1529.70;2125.00
21;1281.00;1534.89;1969.00
22;1281.00;1526.08;1969.00
23;1276.00;1535.59;1882.00
24;1276.00;1539.05;2060.00
25;1276.00;1541.70;1954.00
26;1276.00;1541.94;2043.00
27;1276.00;1539.76;1966.00
28;1276.00;1542.36;2035.00
29;1276.00;1535.91;1986.00
30;1276.00;1539.40;1998.00
31;1276.00;1527.16;2015.00
32;1276.00;1538.82;1928.00
33;1275.00;1531.36;1945.00
34;1275.00;1555.92;1928.00
35;1275.00;1541.17;2000.00
36;1267.00;1549.52;1963.00
37;1267.00;1549.84;2059.00
38;1267.00;1563.18;2051.00
39;1267.00;1550.68;2031.00
40;1267.00;1556.29;1986.00
41;1263.00;1569.15;2040.00
42;1263.00;1548.48;2018.00
43;1263.00;1538.28;1952.00
44;1263.00;1552.65;2051.00
45;1263.00;1554.48;2028.00
46;1256.00;1530.71;2004.00
47;1256.00;1538.26;1985.00
48;1256.00;1542.35;1955.00
49;1256.00;1542.06;1949.00
50;1256.00;1547.29;2042.00
51;1256.00;1532.29;2029.00
52;1256.00;1527.36;1975.00
53;1256.00;1531.49;2027.00
54;1256.00;1524.16;1963.00
55;1251.00;1541.24;2130.00
56;1251.00;1529.62;2061.00
57;1251.00;1541.01;2133.00
58;1251.00;1540.68;1989.00
59;1251.00;1549.80;2053.00
60;1247.00;1558.53;2023.00
61;1247.00;1548.72;2047.00
62;1247.00;1547.85;1980.00
63;1247.00;1552.45;1978.00
64;1247.00;1563.09;2000.00
65;1247.00;1547.56;1994.00
66;1247.00;1558.32;1984.00
67;1247.00;1544.78;2013.00
68;1247.00;1560.03;2050.00
69;1247.00;1550.49;2024.00
70;1247.00;1562.46;1986.00
71;1247.00;1557.50;2027.00
72;1247.00;1552.98;1958.00
73;1247.00;1562.50;2085.00
74;1247.00;1565.87;1971.00
75;1247.00;1544.80;1975.00
76;1247.00;1553.55;2036.00
77;1232.00;1562.29;2076.00
78;1232.00;1536.39;2022.00
79;1232.00;1553.17;1982.00
80;1232.00;1554.14;2034.00
81;1232.00;1540.45;2035.00
82;1232.00;1544.69;2132.00
83;1232.00;1534.30;2002.00
84;1232.00;1538.92;2130.00
85;1232.00;1549.97;1977.00
86;1232.00;1541.79;1928.00
87;1231.00;1550.53;1998.00
88;1230.00;1530.58;1993.00
89;1229.00;1534.52;1991.00
90;1229.00;1540.78;2109.00
91;1229.00;1540.73;2071.00
92;1229.00;1543.01;2004.00
93;1229.00;1554.40;1992.00
94;1228.00;1557.09;2099.00
95;1228.00;1564.71;2114.00
96;1228.00;1556.98;1998.00
97;1228.00;1559.21;2066.00
98;1228.00;1574.56;2131.00
99;1228.00;1569.74;2187.00
100;1226.00;1565.65;2033.00
101;1226.00;1570.93;2023.00
102;1226.00;1551.20;2095.00
103;1226.00;1548.64;1920.00
104;1226.00;1522.30;1977.00
105;1226.00;1527.29;2007.00
106;1226.00;1543.03;2061.00
107;1222.00;1522.82;2036.00
108;1221.00;1550.46;1984.00
109;1221.00;1531.67;1976.00
110;1221.00;1514.60;1945.00
111;1221.00;1519.28;1964.00
112;1221.00;1534.49;2118.00
113;1221.00;1530.42;2031.00
114;1221.00;1528.28;2061.00
115;1221.00;1528.14;2011.00
116;1221.00;1537.11;2163.00
117;1219.00;1555.71;1989.00
118;1219.00;1538.37;2076.00
119;1219.00;1534.76;2039.00
120;1219.00;1540.78;2057.00
121;1219.00;1532.29;1982.00
122;1219.00;1529.85;1982.00
123;1219.00;1533.32;2131.00
124;1219.00;1527.72;2050.00
125;1219.00;1550.11;1989.00
126;1219.00;1545.94;1990.00
127;1219.00;1539.69;2008.00
