generation;best;average;worst
0;1070.00;2173.64;2598.00
1;1070.00;2012.37;2395.00
2;1069.00;1808.74;2293.00
3;1069.00;1438.62;1957.00
4;1069.00;1321.05;1741.00
5;1056.00;1297.30;1849.00
6;1044.00;1307.95;1885.00
7;1044.00;1306.02;1718.00
8;1031.00;1293.05;1797.00
9;1016.00;1283.46;1787.00
10;1001.00;1305.50;1784.00
11;988.00;1308.61;1797.00
12;985.00;1281.15;1768.00
13;967.00;1269.71;1772.00
14;967.00;1275.15;1830.00
15;967.00;1274.81;1737.00
16;962.00;1247.17;1804.00
17;962.00;1256.66;1841.00
18;962.00;1250.20;1713.00
19;946.00;1221.36;1734.00
20;946.00;1207.11;1792.00
21;946.00;1212.55;1716.00
22;946.00;1241.67;1727.00
23;946.00;1236.49;1716.00
24;937.00;1228.69;1743.00
25;929.00;1229.14;1782.00
26;929.00;1224.44;1720.00
27;920.00;1226.44;1668.00
28;920.00;1218.71;1715.00
29;920.00;1226.07;1831.00
30;920.00;1196.90;1816.00
31;920.00;1183.37;1689.00
32;920.00;1168.02;1699.00
33;920.00;1167.72;1715.00
34;920.00;1160.96;1642.00
35;920.00;1183.58;1673.00
36;920.00;1159.73;1612.00
37;920.00;1164.44;1650.00
38;920.00;1184.01;1661.00
39;920.00;1161.69;1630.00
40;920.00;1180.62;1759.00
41;920.00;1193.05;1811.00
42;920.00;1182.66;1784.00
43;920.00;1178.02;1706.00
44;920.00;1175.52;1722.00
45;917.00;1187.23;1676.00
46;917.00;1166.54;1639.00
47;917.00;1170.88;1690.00
48;917.00;1178.36;1692.00
49;917.00;1167.47;1603.00
50;917.00;1154.03;1647.00
51;917.00;1174.50;1734.00
52;917.00;1163.24;1691.00
53;917.00;1162.53;1669.00
54;917.00;1156.85;1702.00
55;917.00;1148.87;1609.00
56;915.00;1170.17;1652.00
57;915.00;1176.24;1723.00
58;915.00;1175.62;1702.00
59;915.00;1204.60;1654.00
60;915.00;1214.25;1775.00
61;915.00;1215.71;1734.00
62;915.00;1214.62;1658.00
63;915.00;1225.22;1700.00
64;915.00;1217.95;1675.00
65;915.00;1225.42;1729.00
66;915.00;1231.59;1813.00
67;903.00;1212.81;1704.00
68;903.00;1228.47;1758.00
69;903.00;1225.08;1743.00
70;903.00;1222.09;1723.00
71;903.00;1232.34;1750.00
72;903.00;1226.55;1632.00
73;903.00;1225.24;1734.00
74;903.00;1219.20;1861.00
75;903.00;1209.62;1823.00
76;903.00;1218.08;1699.00
77;902.00;1218.31;1698.00
78;902.00;1189.83;1748.00
79;898.00;1193.89;1700.00
80;898.00;1218.25;1834.00
81;898.00;1198.27;1779.00
82;898.00;1202.45;1755.00
83;898.00;1210.52;1754.00
84;898.00;1209.04;1685.00
85;898.00;1210.60;1729.00
86;898.00;1212.75;1719.00
87;898.00;1200.52;1659.00
88;898.00;1190.90;1674.00
89;898.00;1192.32;1775.00
90;898.00;1195.02;1802.00
91;898.00;1175.72;1696.00
92;898.00;1185.66;1682.00
93;898.00;1192.07;1771.00
94;898.00;1181.74;1691.00
95;898.00;1166.01;1646.00
96;898.00;1185.39;1723.00
97;898.00;1195.68;1698.00
98;898.00;1203.27;1684.00
99;898.00;1195.65;1764.00
100;896.00;1195.56;1644.00
101;896.00;1193.23;1777.00
102;896.00;1189.14;1690.00
103;896.00;1189.24;1783.00
104;896.00;1195.24;1759.00
105;896.00;1203.12;1630.00
106;896.00;1189.38;1752.00
107;896.00;1200.05;1651.00
108;896.00;1216.45;1681.00
109;896.00;1180.56;1653.00
110;896.00;1182.63;1667.00
111;896.00;1172.13;1778.00
112;896.00;1171.37;1647.00
113;896.00;1166.83;1785.00
114;896.00;1180.86;1753.00
115;896.00;1177.15;1655.00
116;896.00;1174.41;1748.00
117;896.00;1174.50;1711.00
118;896.00;1190.74;1680.00
119;896.00;1195.66;1804.00
120;896.00;1187.74;1646.00
121;896.00;1173.37;1722.00
122;896.00;1179.18;1714.00
123;896.00;1189.13;1736.00
124;896.00;1183.35;1666.00
125;896.00;1165.13;1767.00
126;896.00;1172.16;1755.00
127;896.00;1180.82;1674.00
128;896.00;1185.36;1702.00
129;896.00;1166.31;1646.00
130;896.00;1181.46;1677.00
131;896.00;1169.78;1641.00
132;896.00;1183.47;1706.00
133;896.00;1181.49;1720.00
134;896.00;1168.72;1773.00
135;896.00;1173.22;1670.00
136;896.00;1177.32;1684.00
137;896.00;1169.16;1667.00
138;896.00;1180.10;1654.00
139;896.00;1171.01;1663.00
140;896.00;1182.04;1637.00
141;896.00;1166.60;1666.00
142;896.00;1177.90;1716.00
143;896.00;1193.72;1686.00
144;896.00;1180.55;1688.00
145;896.00;1181.88;1759.00
146;896.00;1187.18;1757.00
147;896.00;1183.41;1655.00
148;896.00;1194.42;1722.00
149;896.00;1188.37;1711.00
150;896.00;1172.17;1772.00
151;896.00;1179.91;1604.00
152;896.00;1178.91;1603.00
153;896.00;1179.42;1638.00
154;896.00;1179.95;1757.00
155;896.00;1167.99;1661.00
156;896.00;1169.52;1624.00
