generation;best;average;worst
0;1145.00;2122.17;2592.00
1;1145.00;1926.77;2411.00
2;1145.00;1728.09;2222.00
3;1068.00;1421.03;1941.00
4;1068.00;1289.38;1741.00
5;1063.00;1271.35;1773.00
6;1035.00;1228.90;1615.00
7;1015.00;1197.89;1550.00
8;974.00;1190.45;1615.00
9;974.00;1205.70;1635.00
10;974.00;1198.17;1600.00
11;974.00;1180.58;1677.00
12;969.00;1173.61;1678.00
13;969.00;1161.82;1523.00
14;969.00;1147.77;1589.00
15;969.00;1166.79;1761.00
16;959.00;1156.90;1595.00
17;951.00;1166.01;1685.00
18;934.00;1180.61;1549.00
19;934.00;1176.91;1616.00
20;934.00;1178.34;1691.00
21;932.00;1178.93;1672.00
22;932.00;1192.98;1637.00
23;932.00;1190.35;1757.00
24;927.00;1193.19;1814.00
25;919.00;1192.89;1698.00
26;919.00;1200.70;1686.00
27;893.00;1213.29;1700.00
28;893.00;1236.09;1817.00
29;893.00;1213.84;1685.00
30;875.00;1184.53;1609.00
31;875.00;1168.01;1697.00
32;849.00;1169.43;1701.00
33;849.00;1154.04;1575.00
34;849.00;1163.75;1619.00
35;849.00;1160.92;1621.00
36;842.00;1145.59;1605.00
37;842.00;1144.51;1635.00
38;832.00;1148.88;1674.00
39;815.00;1145.45;1625.00
40;815.00;1120.57;1686.00
41;815.00;1124.06;1631.00
42;815.00;1125.23;1603.00
43;815.00;1109.29;1607.00
44;815.00;1114.11;1579.00
45;815.00;1102.96;1604.00
46;815.00;1115.83;1616.00
47;815.00;1119.39;1683.00
48;815.00;1109.93;1656.00
49;815.00;1106.39;1540.00
50;815.00;1119.97;1616.00
51;815.00;1104.57;1616.00
52;815.00;1105.40;1654.00
53;815.00;1110.36;1562.00
54;815.00;1108.54;1590.00
55;810.00;1121.34;1629.00
56;810.00;1096.33;1617.00
57;810.00;1111.83;1592.00
58;810.00;1105.10;1584.00
59;810.00;1109.55;1602.00
60;810.00;1115.71;1578.00
61;810.00;1127.76;1652.00
62;810.00;1112.99;1636.00
63;810.00;1106.57;1829.00
64;810.00;1115.15;1673.00
65;810.00;1111.33;1579.00
66;810.00;1104.77;1669.00
67;810.00;1117.27;1653.00
68;810.00;1116.18;1591.00
69;810.00;1116.96;1592.00
70;810.00;1114.08;1639.00
71;810.00;1113.18;1550.00
72;810.00;1111.39;1569.00
73;810.00;1140.08;1735.00
74;810.00;1126.72;1551.00
75;810.00;1105.82;1615.00
76;810.00;1109.01;1578.00
77;810.00;1110.33;1594.00
78;810.00;1134.18;1598.00
79;810.00;1121.76;1719.00
80;810.00;1116.30;1666.00
81;810.00;1127.28;1667.00
82;810.00;1122.88;1602.00
83;810.00;1111.20;1624.00
84;810.00;1125.69;1646.00
85;810.00;1104.33;1693.00
86;810.00;1120.21;1671.00
87;810.00;1115.47;1689.00
88;810.00;1115.69;1607.00
89;810.00;1123.30;1652.00
90;810.00;1106.74;1641.00
91;810.00;1119.68;1729.00
92;810.00;1115.77;1644.00
93;810.00;1128.82;1620.00
94;810.00;1113.84;1720.00
95;810.00;1127.72;1657.00
96;810.00;1110.06;1638.00
97;810.00;1105.37;1730.00
98;810.00;1111.32;1654.00
99;810.00;1110.02;1632.00
100;810.00;1105.40;1605.00
101;810.00;1117.53;1642.00
