generation;best;average;worst
0;1837.00;3704.17;4225.00
1;1837.00;3474.67;4032.00
2;1837.00;3118.53;3927.00
3;1837.00;2384.23;3171.00
4;1806.00;2153.93;2647.00
5;1804.00;2071.10;2681.00
6;1796.00;2028.88;2566.00
7;1757.00;2013.80;2602.00
8;1757.00;2034.07;2707.00
9;1757.00;2012.82;2563.00
10;1720.00;2011.74;2503.00
11;1714.00;2017.67;2669.00
12;1714.00;2028.00;2689.00
13;1714.00;2018.08;2608.00
14;1689.00;2016.46;2544.00
15;1683.00;2014.47;2555.00
16;1683.00;1995.27;2497.00
17;1683.00;2005.19;2594.00
18;1683.00;1970.63;2430.00
19;1681.00;1973.53;2475.00
20;1669.00;1976.32;2618.00
21;1648.00;1991.39;2397.00
22;1648.00;1987.06;2425.00
23;1648.00;1982.70;2454.00
24;1648.00;1972.57;2512.00
25;1644.00;1984.78;2462.00
26;1639.00;1965.08;2619.00
27;1639.00;1971.85;2621.00
28;1633.00;1968.93;2392.00
29;1633.00;1962.44;2476.00
30;1633.00;1966.42;2485.00
31;1632.00;1965.46;2523.00
32;1628.00;1975.74;2583.00
33;1628.00;1962.70;2605.00
34;1628.00;1973.11;2498.00
35;1628.00;1960.56;2500.00
36;1626.00;1974.81;2469.00
37;1626.00;1957.38;2427.00
38;1625.00;1951.19;2457.00
39;1610.00;1961.95;2525.00
40;1610.00;1948.42;2540.00
41;1610.00;1943.09;2398.00
42;1608.00;1959.01;2432.00
43;1603.00;1952.09;2502.00
44;1603.00;1935.98;2517.00
45;1597.00;1938.13;2443.00
46;1591.00;1948.31;2443.00
47;1591.00;1922.72;2506.00
48;1585.00;1913.88;2452.00
49;1585.00;1918.64;2545.00
50;1585.00;1897.38;2456.00
51;1585.00;1892.70;2495.00
52;1585.00;1908.73;2429.00
53;1585.00;1893.48;2506.00
54;1585.00;1907.31;2552.00
55;1585.00;1894.37;2495.00
56;1580.00;1902.01;2572.00
57;1580.00;1911.88;2415.00
58;1580.00;1907.27;2502.00
59;1580.00;1905.15;2581.00
60;1580.00;1904.50;2439.00
61;1579.00;1903.55;2509.00
62;1579.00;1923.73;2511.00
63;1579.00;1915.71;2473.00
64;1578.00;1907.93;2454.00
65;1578.00;1907.82;2438.00
66;1578.00;1900.05;2488.00
67;1578.00;1905.87;2571.00
68;1578.00;1918.67;2411.00
69;1576.00;1928.56;2514.00
70;1576.00;1918.97;2476.00
71;1576.00;1890.34;2573.00
72;1576.00;1904.14;2452.00
73;1575.00;1888.94;2428.00
74;1573.00;1896.17;2564.00
75;1573.00;1883.83;2502.00
76;1573.00;1866.92;2406.00
77;1573.00;1895.47;2462.00
78;1573.00;1900.65;2495.00
79;1573.00;1910.68;2479.00
80;1572.00;1908.13;2470.00
81;1572.00;1896.85;2439.00
82;1572.00;1887.31;2493.00
83;1572.00;1897.18;2458.00
84;1572.00;1880.46;2543.00
85;1572.00;1890.06;2448.00
86;1572.00;1885.26;2459.00
87;1572.00;1887.34;2547.00
88;1569.00;1875.94;2557.00
89;1569.00;1884.21;2484.00
90;1569.00;1897.12;2483.00
91;1569.00;1873.38;2397.00
92;1569.00;1906.39;2403.00
93;1567.00;1872.29;2470.00
94;1567.00;1893.64;2461.00
95;1567.00;1886.69;2482.00
96;1567.00;1899.42;2534.00
97;1567.00;1908.39;2422.00
98;1567.00;1928.92;2476.00
99;1567.00;1934.45;2617.00
100;1567.00;1925.75;2550.00
101;1567.00;1937.18;2546.00
102;1567.00;1939.92;2452.00
103;1567.00;1936.13;2558.00
104;1563.00;1929.37;2611.00
105;1563.00;1918.87;2519.00
106;1563.00;1916.29;2543.00
107;1563.00;1924.78;2462.00
108;1560.00;1917.59;2540.00
109;1560.00;1919.80;2522.00
110;1560.00;1907.14;2432.00
111;1560.00;1911.20;2417.00
112;1557.00;1909.91;2494.00
113;1557.00;1908.60;2482.00
114;1557.00;1905.32;2582.00
115;1539.00;1911.33;2461.00
116;1539.00;1929.17;2584.00
117;1539.00;1912.90;2463.00
118;1539.00;1900.43;2464.00
119;1539.00;1906.19;2486.00
120;1539.00;1901.29;2614.00
121;1539.00;1913.09;2494.00
122;1539.00;1898.62;2449.00
123;1538.00;1899.62;2470.00
124;1538.00;1895.18;2485.00
125;1538.00;1902.00;2617.00
126;1538.00;1901.50;2657.00
127;1538.00;1886.58;2442.00
128;1538.00;1898.85;2538.00
129;1538.00;1911.51;2452.00
130;1538.00;1921.23;2553.00
131;1538.00;1884.71;2504.00
132;1538.00;1911.09;2621.00
133;1538.00;1897.43;2474.00
134;1538.00;1909.88;2497.00
135;1538.00;1879.66;2479.00
136;1538.00;1915.48;2564.00
137;1538.00;1891.06;2571.00
138;1538.00;1908.63;2544.00
139;1538.00;1902.99;2593.00
140;1538.00;1894.94;2614.00
141;1538.00;1907.32;2551.00
142;1538.00;1907.15;2531.00
143;1538.00;1905.79;2477.00
144;1538.00;1919.88;2460.00
145;1538.00;1887.93;2572.00
146;1538.00;1907.87;2469.00
147;1538.00;1919.19;2423.00
148;1538.00;1896.64;2439.00
149;1538.00;1902.65;2468.00
150;1538.00;1912.90;2474.00
151;1538.00;1891.30;2517.00
152;1538.00;1919.17;2463.00
153;1538.00;1904.65;2646.00
154;1538.00;1903.87;2504.00
155;1538.00;1891.60;2645.00
156;1538.00;1921.33;2605.00
157;1538.00;1919.37;2542.00
158;1538.00;1913.83;2479.00
159;1538.00;1892.80;2458.00
160;1538.00;1899.94;2418.00
161;1538.00;1895.59;2494.00
162;1538.00;1906.57;2429.00
163;1538.00;1913.89;2563.00
164;1538.00;1900.58;2523.00
165;1538.00;1908.81;2391.00
166;1538.00;1883.90;2488.00
167;1538.00;1912.43;2458.00
168;1538.00;1922.23;2605.00
169;1538.00;1919.72;2517.00
170;1538.00;1895.34;2484.00
171;1538.00;1899.46;2619.00
172;1538.00;1890.14;2501.00
173;1530.00;1907.73;2580.00
174;1530.00;1892.79;2521.00
175;1530.00;1899.24;2585.00
176;1530.00;1913.00;2620.00
177;1530.00;1888.49;2518.00
178;1527.00;1906.25;2537.00
179;1527.00;1883.73;2578.00
180;1527.00;1879.47;2503.00
181;1527.00;1891.81;2380.00
182;1527.00;1893.46;2533.00
183;1527.00;1886.98;2599.00
184;1527.00;1890.28;2453.00
185;1527.00;1899.75;2545.00
186;1527.00;1910.89;2589.00
187;1527.00;1864.49;2459.00
188;1527.00;1901.00;2495.00
189;1527.00;1888.09;2533.00
190;1527.00;1892.72;2671.00
191;1527.00;1883.88;2442.00
192;1527.00;1889.60;2409.00
193;1527.00;1892.85;2528.00
194;1527.00;1880.08;2453.00
195;1527.00;1885.27;2488.00
196;1527.00;1896.43;2482.00
197;1527.00;1882.44;2503.00
198;1527.00;1892.36;2539.00
199;1527.00;1892.93;2507.00
200;1527.00;1893.83;2640.00
201;1527.00;1913.01;2630.00
202;1527.00;1899.98;2545.00
203;1527.00;1880.50;2525.00
204;1527.00;1910.78;2520.00
205;1527.00;1901.80;2514.00
206;1527.00;1885.88;2491.00
207;1527.00;1902.03;2556.00
208;1527.00;1897.57;2454.00
209;1527.00;1891.45;2551.00
210;1527.00;1877.15;2523.00
211;1527.00;1875.09;2627.00
212;1527.00;1895.92;2589.00
213;1527.00;1890.74;2630.00
214;1527.00;1889.74;2496.00
215;1527.00;1891.40;2530.00
216;1527.00;1856.31;2473.00
217;1527.00;1885.20;2479.00
218;1527.00;1885.49;2477.00
219;1527.00;1888.97;2461.00
220;1527.00;1865.64;2497.00
221;1527.00;1893.62;2570.00
222;1527.00;1865.64;2563.00
223;1527.00;1897.63;2510.00
224;1527.00;1878.98;2484.00
