generation;best;average;worst
0;1334.00;2219.53;2636.00
1;1334.00;2049.42;2441.00
2;1334.00;1881.63;2329.00
3;1318.00;1690.69;2219.00
4;1318.00;1607.38;2027.00
5;1318.00;1585.28;2104.00
6;1318.00;1572.04;2030.00
7;1318.00;1567.58;2025.00
8;1280.00;1559.48;2080.00
9;1280.00;1534.33;1974.00
10;1280.00;1525.11;1987.00
11;1280.00;1506.19;1923.00
12;1276.00;1502.76;1970.00
13;1272.00;1516.65;1930.00
14;1272.00;1493.28;1963.00
15;1272.00;1503.28;1933.00
16;1264.00;1493.75;1954.00
17;1264.00;1498.19;1979.00
18;1264.00;1492.84;1914.00
19;1256.00;1477.91;1907.00
20;1225.00;1493.57;1870.00
21;1225.00;1463.49;1973.00
22;1217.00;1452.83;1931.00
23;1217.00;1444.07;1841.00
24;1217.00;1431.45;1933.00
25;1212.00;1399.35;1861.00
26;1209.00;1408.52;1855.00
27;1209.00;1398.01;1954.00
28;1205.00;1406.00;1951.00
29;1205.00;1413.67;1840.00
30;1205.00;1425.51;1889.00
31;1205.00;1433.87;1981.00
32;1205.00;1428.37;1862.00
33;1140.00;1424.45;1934.00
34;1140.00;1419.29;1881.00
35;1140.00;1399.32;1828.00
36;1128.00;1369.17;1876.00
37;1128.00;1308.67;1769.00
38;1128.00;1336.99;1905.00
39;1128.00;1333.80;1763.00
40;1128.00;1347.55;1883.00
41;1118.00;1340.77;1804.00
42;1107.00;1339.34;1743.00
43;1105.00;1314.21;1760.00
44;1105.00;1308.20;1851.00
45;1105.00;1333.09;1869.00
46;1099.00;1345.24;1761.00
47;1099.00;1306.72;1809.00
48;1099.00;1314.98;1798.00
49;1099.00;1323.64;1823.00
50;1099.00;1309.10;1882.00
51;1099.00;1290.43;1716.00
52;1099.00;1301.68;1776.00
53;1099.00;1307.62;1723.00
54;1099.00;1310.86;1761.00
55;1096.00;1282.62;1929.00
56;1096.00;1300.99;1773.00
57;1096.00;1305.65;1870.00
58;1095.00;1313.78;1788.00
59;1095.00;1281.87;1773.00
60;1093.00;1304.33;1747.00
61;1093.00;1294.28;1831.00
62;1093.00;1324.88;1854.00
63;1093.00;1336.05;1758.00
64;1093.00;1337.17;1897.00
65;1093.00;1346.06;1754.00
66;1093.00;1360.49;1818.00
67;1093.00;1338.60;1822.00
68;1093.00;1349.91;1888.00
69;1093.00;1343.97;1789.00
70;1093.00;1346.92;1863.00
71;1093.00;1338.65;1818.00
72;1093.00;1350.62;1783.00
73;1090.00;1344.04;1818.00
74;1090.00;1340.85;1802.00
75;1090.00;1333.94;1748.00
76;1090.00;1328.06;1902.00
77;1087.00;1343.60;1815.00
78;1087.00;1338.87;1828.00
79;1087.00;1311.77;1802.00
80;1087.00;1330.03;1848.00
81;1087.00;1322.70;1812.00
82;1087.00;1319.91;1837.00
83;1087.00;1324.61;1859.00
84;1087.00;1323.90;1830.00
85;1087.00;1333.37;1793.00
86;1087.00;1327.92;1910.00
87;1087.00;1334.95;1805.00
88;1087.00;1324.98;1890.00
89;1087.00;1334.14;1840.00
90;1087.00;1325.49;1867.00
91;1087.00;1341.25;1828.00
92;1087.00;1320.13;1849.00
93;1087.00;1323.32;1782.00
94;1087.00;1337.15;1880.00
95;1087.00;1328.14;1848.00
96;1087.00;1332.58;1868.00
97;1087.00;1313.71;1882.00
98;1087.00;1314.49;1761.00
99;1087.00;1337.43;1872.00
100;1087.00;1313.75;1894.00
101;1087.00;1340.50;1891.00
102;1087.00;1317.99;1794.00
103;1087.00;1332.21;1833.00
104;1087.00;1319.54;1929.00
105;1087.00;1350.27;1888.00
106;1087.00;1324.95;1861.00
107;1087.00;1324.23;1795.00
108;1087.00;1322.43;1788.00
109;1087.00;1331.60;1889.00
110;1087.00;1324.12;1800.00
111;1087.00;1315.75;1788.00
112;1087.00;1336.88;1812.00
113;1087.00;1340.08;1863.00
114;1087.00;1366.77;1855.00
115;1087.00;1342.10;1811.00
116;1087.00;1339.01;1897.00
117;1087.00;1358.11;1905.00
118;1087.00;1341.84;1903.00
119;1087.00;1332.89;1910.00
120;1087.00;1330.16;1896.00
121;1087.00;1331.36;1836.00
122;1087.00;1342.97;1830.00
123;1087.00;1353.52;1907.00
124;1087.00;1328.26;1886.00
125;1074.00;1350.68;1871.00
126;1074.00;1342.68;1782.00
127;1074.00;1338.35;1831.00
128;1074.00;1342.42;1907.00
129;1061.00;1341.81;1795.00
130;1061.00;1319.44;1850.00
131;1061.00;1317.09;1761.00
132;1061.00;1309.81;1808.00
133;1061.00;1289.52;1782.00
134;1061.00;1291.43;1908.00
135;1061.00;1296.18;1840.00
136;1061.00;1296.03;1813.00
137;1061.00;1299.03;1831.00
138;1061.00;1290.92;1872.00
139;1061.00;1288.88;1783.00
140;1061.00;1296.59;1799.00
141;1061.00;1298.80;1822.00
142;1061.00;1284.24;1768.00
143;1061.00;1284.22;1854.00
144;1061.00;1276.18;1844.00
145;1061.00;1281.00;1801.00
146;1061.00;1284.64;1782.00
147;1061.00;1279.22;1804.00
148;1061.00;1281.71;1835.00
149;1061.00;1270.70;1766.00
150;1061.00;1291.53;1750.00
151;1061.00;1282.47;1763.00
152;1061.00;1288.19;1821.00
153;1061.00;1287.29;1825.00
154;1061.00;1298.96;1797.00
155;1061.00;1298.58;1869.00
156;1061.00;1276.26;1789.00
157;1061.00;1274.49;1828.00
158;1061.00;1298.97;1835.00
159;1061.00;1290.13;1727.00
160;1059.00;1294.32;1874.00
161;1059.00;1304.79;1842.00
162;1059.00;1304.06;1816.00
163;1059.00;1292.80;1892.00
164;1059.00;1305.08;1766.00
165;1059.00;1292.68;1942.00
166;1059.00;1299.85;1938.00
167;1059.00;1284.33;1838.00
168;1059.00;1291.23;1824.00
169;1059.00;1309.58;1807.00
170;1059.00;1295.86;1755.00
171;1059.00;1301.80;1848.00
172;1059.00;1303.22;1742.00
173;1059.00;1307.17;1776.00
174;1059.00;1292.80;1833.00
175;1059.00;1330.46;1799.00
176;1059.00;1314.61;1825.00
177;1059.00;1311.55;1808.00
178;1059.00;1300.94;1825.00
179;1059.00;1301.01;1770.00
180;1059.00;1300.39;1814.00
181;1059.00;1284.54;1801.00
182;1059.00;1278.19;1779.00
183;1059.00;1297.73;1869.00
184;1059.00;1279.01;1760.00
