generation;best;average;worst
0;1837.00;3692.87;4176.00
1;1837.00;3442.89;4324.00
2;1799.00;2876.61;3843.00
3;1799.00;2223.83;2827.00
4;1795.00;2102.82;2759.00
5;1793.00;2049.79;2684.00
6;1793.00;2079.89;2570.00
7;1793.00;2083.14;2657.00
8;1777.00;2071.27;2572.00
9;1777.00;2081.34;2645.00
10;1777.00;2088.93;2665.00
11;1777.00;2088.72;2673.00
12;1777.00;2050.48;2675.00
13;1763.00;2070.99;2777.00
14;1759.00;2082.30;2645.00
15;1758.00;2076.86;2652.00
16;1750.00;2092.04;2686.00
17;1749.00;2091.05;2652.00
18;1748.00;2088.00;2618.00
19;1745.00;2102.40;2653.00
20;1744.00;2099.83;2670.00
21;1744.00;2119.08;2750.00
22;1740.00;2110.41;2770.00
23;1739.00;2119.79;2648.00
24;1720.00;2132.64;2774.00
25;1720.00;2144.83;2685.00
26;1720.00;2132.78;2833.00
27;1720.00;2144.28;2709.00
28;1720.00;2145.87;2710.00
29;1692.00;2136.29;2813.00
30;1692.00;2139.93;2725.00
31;1689.00;2153.87;2830.00
32;1689.00;2150.26;2762.00
33;1683.00;2145.21;2722.00
34;1683.00;2139.91;2754.00
35;1680.00;2107.59;2690.00
36;1679.00;2109.29;2718.00
37;1679.00;2096.30;2676.00
38;1674.00;2109.98;2662.00
39;1674.00;2098.05;2718.00
40;1673.00;2104.07;2804.00
41;1673.00;2107.94;2721.00
42;1673.00;2107.81;2685.00
43;1670.00;2094.96;2772.00
44;1668.00;2116.32;2870.00
45;1651.00;2084.60;2637.00
46;1649.00;2098.91;2760.00
47;1649.00;2108.51;2689.00
48;1649.00;2100.65;2744.00
49;1649.00;2110.88;2811.00
50;1627.00;2103.88;2759.00
51;1627.00;2099.96;2742.00
52;1627.00;2090.13;2767.00
53;1620.00;2073.08;2716.00
54;1620.00;2080.44;2743.00
55;1620.00;2070.97;2729.00
56;1616.00;2061.75;2774.00
57;1616.00;2062.60;2680.00
58;1616.00;2070.87;2661.00
59;1613.00;2059.50;2806.00
60;1613.00;2069.51;2860.00
61;1613.00;2089.29;2747.00
62;1613.00;2056.93;2809.00
63;1609.00;2075.19;2633.00
64;1609.00;2061.16;2692.00
65;1609.00;2066.04;2704.00
66;1608.00;2069.96;2673.00
67;1608.00;2081.55;2729.00
68;1608.00;2046.48;2686.00
69;1608.00;2087.63;2833.00
70;1608.00;2077.16;2697.00
71;1608.00;2046.64;2625.00
72;1606.00;2059.41;2709.00
73;1606.00;2064.40;2743.00
74;1606.00;2043.69;2787.00
75;1606.00;2041.91;2700.00
76;1597.00;2075.61;2804.00
77;1595.00;2060.12;2730.00
78;1595.00;2053.29;2802.00
79;1595.00;2065.21;2725.00
80;1595.00;2084.22;2669.00
81;1595.00;2050.46;2703.00
82;1595.00;2060.50;2844.00
83;1595.00;2053.11;2721.00
84;1595.00;2066.88;2707.00
85;1595.00;2053.03;2635.00
86;1595.00;2034.87;2790.00
87;1595.00;2034.05;2739.00
88;1595.00;2056.46;2963.00
89;1595.00;2063.21;2651.00
90;1595.00;2059.99;2785.00
91;1595.00;2055.87;2884.00
92;1594.00;2045.79;2645.00
93;1594.00;2062.13;2752.00
94;1594.00;2022.08;2729.00
95;1594.00;2053.25;2739.00
96;1594.00;2065.36;2715.00
97;1594.00;2069.22;2705.00
98;1594.00;2057.39;2922.00
99;1594.00;2056.82;2798.00
100;1594.00;2071.26;2850.00
101;1594.00;2066.39;2765.00
102;1594.00;2053.37;2680.00
103;1594.00;2064.03;2783.00
104;1594.00;2060.33;2716.00
105;1594.00;2087.75;2755.00
106;1594.00;2071.45;2694.00
107;1591.00;2073.49;2657.00
108;1591.00;2039.32;2701.00
109;1591.00;2054.35;2958.00
110;1591.00;2062.59;2860.00
111;1591.00;2086.59;2740.00
112;1591.00;2052.88;2801.00
113;1591.00;2045.23;2691.00
114;1591.00;2050.46;2855.00
115;1591.00;2069.63;2855.00
116;1591.00;2073.58;2860.00
117;1570.00;2048.11;2751.00
118;1570.00;2052.20;2782.00
119;1570.00;2035.93;2859.00
120;1570.00;2046.32;2828.00
121;1570.00;2048.11;2800.00
122;1570.00;2039.51;2722.00
123;1570.00;2048.56;2899.00
124;1570.00;1985.31;2737.00
125;1568.00;2005.26;2666.00
126;1568.00;1992.46;2666.00
127;1568.00;1987.58;2680.00
128;1568.00;2010.18;2751.00
129;1568.00;1995.79;2732.00
130;1568.00;1995.37;2851.00
131;1567.00;1977.92;2656.00
132;1567.00;1986.95;2755.00
133;1566.00;1904.13;2668.00
134;1566.00;1875.99;2602.00
135;1566.00;1940.96;2583.00
136;1566.00;1955.50;2675.00
137;1564.00;1952.73;2649.00
138;1564.00;1977.10;2593.00
139;1564.00;1939.29;2571.00
140;1564.00;1964.82;2648.00
141;1564.00;1957.83;2549.00
142;1564.00;1969.17;2666.00
143;1564.00;1940.27;2595.00
144;1564.00;1950.54;2533.00
145;1564.00;1964.43;2633.00
146;1564.00;1951.09;2576.00
147;1564.00;1976.35;2742.00
148;1564.00;1967.66;2671.00
149;1564.00;1962.54;2588.00
150;1564.00;1962.10;2588.00
151;1564.00;1952.77;2739.00
152;1561.00;1969.90;2640.00
153;1561.00;1961.02;2607.00
154;1561.00;1943.61;2554.00
155;1561.00;1918.32;2673.00
156;1561.00;1888.32;2536.00
157;1561.00;1898.75;2492.00
